"LGBTphobiaDetectionMultiClass"	"1"	"NP"
"LGBTphobiaDetectionMultiClass"	"2"	"NP"
"LGBTphobiaDetectionMultiClass"	"3"	"NP"
"LGBTphobiaDetectionMultiClass"	"4"	"NP"
"LGBTphobiaDetectionMultiClass"	"5"	"NR"
"LGBTphobiaDetectionMultiClass"	"6"	"NP"
"LGBTphobiaDetectionMultiClass"	"7"	"P"
"LGBTphobiaDetectionMultiClass"	"8"	"NR"
"LGBTphobiaDetectionMultiClass"	"9"	"NP"
"LGBTphobiaDetectionMultiClass"	"10"	"NR"
"LGBTphobiaDetectionMultiClass"	"11"	"P"
"LGBTphobiaDetectionMultiClass"	"12"	"NP"
"LGBTphobiaDetectionMultiClass"	"13"	"P"
"LGBTphobiaDetectionMultiClass"	"14"	"P"
"LGBTphobiaDetectionMultiClass"	"15"	"P"
"LGBTphobiaDetectionMultiClass"	"16"	"NR"
"LGBTphobiaDetectionMultiClass"	"17"	"P"
"LGBTphobiaDetectionMultiClass"	"18"	"NP"
"LGBTphobiaDetectionMultiClass"	"19"	"NR"
"LGBTphobiaDetectionMultiClass"	"20"	"NR"
"LGBTphobiaDetectionMultiClass"	"21"	"P"
"LGBTphobiaDetectionMultiClass"	"22"	"NR"
"LGBTphobiaDetectionMultiClass"	"23"	"NP"
"LGBTphobiaDetectionMultiClass"	"24"	"NP"
"LGBTphobiaDetectionMultiClass"	"25"	"P"
"LGBTphobiaDetectionMultiClass"	"26"	"NR"
"LGBTphobiaDetectionMultiClass"	"27"	"NP"
"LGBTphobiaDetectionMultiClass"	"28"	"NR"
"LGBTphobiaDetectionMultiClass"	"29"	"NR"
"LGBTphobiaDetectionMultiClass"	"30"	"NR"
"LGBTphobiaDetectionMultiClass"	"31"	"NR"
"LGBTphobiaDetectionMultiClass"	"32"	"NR"
"LGBTphobiaDetectionMultiClass"	"33"	"NR"
"LGBTphobiaDetectionMultiClass"	"34"	"NR"
"LGBTphobiaDetectionMultiClass"	"35"	"NP"
"LGBTphobiaDetectionMultiClass"	"36"	"P"
"LGBTphobiaDetectionMultiClass"	"37"	"NP"
"LGBTphobiaDetectionMultiClass"	"38"	"NP"
"LGBTphobiaDetectionMultiClass"	"39"	"NP"
"LGBTphobiaDetectionMultiClass"	"40"	"P"
"LGBTphobiaDetectionMultiClass"	"41"	"NP"
"LGBTphobiaDetectionMultiClass"	"42"	"NR"
"LGBTphobiaDetectionMultiClass"	"43"	"NR"
"LGBTphobiaDetectionMultiClass"	"44"	"NP"
"LGBTphobiaDetectionMultiClass"	"45"	"NP"
"LGBTphobiaDetectionMultiClass"	"46"	"NR"
"LGBTphobiaDetectionMultiClass"	"47"	"NR"
"LGBTphobiaDetectionMultiClass"	"48"	"NR"
"LGBTphobiaDetectionMultiClass"	"49"	"NR"
"LGBTphobiaDetectionMultiClass"	"50"	"NR"
"LGBTphobiaDetectionMultiClass"	"51"	"NR"
"LGBTphobiaDetectionMultiClass"	"52"	"NP"
"LGBTphobiaDetectionMultiClass"	"53"	"NP"
"LGBTphobiaDetectionMultiClass"	"54"	"NP"
"LGBTphobiaDetectionMultiClass"	"55"	"NP"
"LGBTphobiaDetectionMultiClass"	"56"	"NP"
"LGBTphobiaDetectionMultiClass"	"57"	"NR"
"LGBTphobiaDetectionMultiClass"	"58"	"P"
"LGBTphobiaDetectionMultiClass"	"59"	"NP"
"LGBTphobiaDetectionMultiClass"	"60"	"NP"
"LGBTphobiaDetectionMultiClass"	"61"	"P"
"LGBTphobiaDetectionMultiClass"	"62"	"NP"
"LGBTphobiaDetectionMultiClass"	"63"	"NP"
"LGBTphobiaDetectionMultiClass"	"64"	"NR"
"LGBTphobiaDetectionMultiClass"	"65"	"NP"
"LGBTphobiaDetectionMultiClass"	"66"	"NP"
"LGBTphobiaDetectionMultiClass"	"67"	"NP"
"LGBTphobiaDetectionMultiClass"	"68"	"P"
"LGBTphobiaDetectionMultiClass"	"69"	"NR"
"LGBTphobiaDetectionMultiClass"	"70"	"P"
"LGBTphobiaDetectionMultiClass"	"71"	"NP"
"LGBTphobiaDetectionMultiClass"	"72"	"NR"
"LGBTphobiaDetectionMultiClass"	"73"	"NP"
"LGBTphobiaDetectionMultiClass"	"74"	"NR"
"LGBTphobiaDetectionMultiClass"	"75"	"P"
"LGBTphobiaDetectionMultiClass"	"76"	"NP"
"LGBTphobiaDetectionMultiClass"	"77"	"NP"
"LGBTphobiaDetectionMultiClass"	"78"	"NR"
"LGBTphobiaDetectionMultiClass"	"79"	"NP"
"LGBTphobiaDetectionMultiClass"	"80"	"P"
"LGBTphobiaDetectionMultiClass"	"81"	"NR"
"LGBTphobiaDetectionMultiClass"	"82"	"NR"
"LGBTphobiaDetectionMultiClass"	"83"	"P"
"LGBTphobiaDetectionMultiClass"	"84"	"NP"
"LGBTphobiaDetectionMultiClass"	"85"	"NR"
"LGBTphobiaDetectionMultiClass"	"86"	"NR"
"LGBTphobiaDetectionMultiClass"	"87"	"NR"
"LGBTphobiaDetectionMultiClass"	"88"	"NP"
"LGBTphobiaDetectionMultiClass"	"89"	"NR"
"LGBTphobiaDetectionMultiClass"	"90"	"NP"
"LGBTphobiaDetectionMultiClass"	"91"	"P"
"LGBTphobiaDetectionMultiClass"	"92"	"NP"
"LGBTphobiaDetectionMultiClass"	"93"	"NP"
"LGBTphobiaDetectionMultiClass"	"94"	"NP"
"LGBTphobiaDetectionMultiClass"	"95"	"NP"
"LGBTphobiaDetectionMultiClass"	"96"	"NP"
"LGBTphobiaDetectionMultiClass"	"97"	"NP"
"LGBTphobiaDetectionMultiClass"	"98"	"NR"
